Transaction,Status,Txnauthid,TxnDateTime,Txntype,Txnstatus,Error_Type,Errorcode,Error_Msg,Responsecode,Response_Description
IMPSP2ADeleteBeneficiaryListenquiry,PASS,809318246866,2018-04-03 18:18:17.0,AP6L,C,-,null,null,00,null
IMPSP2ADeleteBeneficiaryConfirmation,PASS,809318246867,2018-04-03 18:18:19.0,AP6D,C,-,null,null,00,null
Generate MMID,PASS,809318246868,2018-04-03 18:18:20.0,APIM,C,-,null,null,00,null
IMPSP2AInstantPaymentWithRandomAccandIFSCcode,FAIL,809318246869,2018-04-03 18:18:22.0,APK1,F,C,null,null,09,NBIN not configured for the entered IFS Code
Generate MMID,PASS,809318246870,2018-04-03 18:18:24.0,APIM,C,-,null,null,00,null
IMPSP2AInstantPaymentWithExceededAmount,FAIL,809318246871,2018-04-03 18:18:26.0,APK1,F,B,null,null,09,Maximum Amount permitted for this transaction is Rs. 5,000.00. Please enter a lesser amount
Generate MMID,PASS,809318246872,2018-04-03 18:18:27.0,APIM,C,-,null,null,00,null
IMPSP2AInstantPaymentWithInsufficientAmount,FAIL,809318246873,2018-04-03 18:18:28.0,APK1,F,B,null,null,09,Minimum Amount permitted for this transaction is Rs. 5.00. Please enter a higher amount
IMPSP2AAddBeneficiaryWithRandomAccandIFSCcode,FAIL,809318246874,2018-04-03 18:18:29.0,APK2,F,C,null,null,09,Invalid IFS code
IMPSP2ABeneficiaryPaymentConfirmationWithExceedeAmount,FAIL,809318246875,2018-04-03 18:18:30.0,APK5,F,B,null,null,09,Maximum Amount permitted for this transaction is Rs. 5,000.00. Please enter a lesser amount
IMPSP2ABeneficiaryPaymentConfirmationWithInsufficientAmount,FAIL,809318246876,2018-04-03 18:18:32.0,APK5,F,B,null,null,09,Minimum Amount permitted for this transaction is Rs. 5.00. Please enter a higher amount
Generate MMID,PASS,809318246877,2018-04-03 18:18:34.0,APIM,C,-,null,null,00,null
IMPSP2AInstantPaymentForM0Decline,PASS,809318246878,2018-04-03 18:18:35.0,APK1,C,-,null,null,00,-
Generate MMID,PASS,809318246879,2018-04-03 18:18:39.0,APIM,C,-,null,null,00,null
IMPSP2AInstantPaymentForM1Decline,PASS,809318246880,2018-04-03 18:18:40.0,APK1,C,-,null,null,00,-
Generate MMID,PASS,809318246881,2018-04-03 18:18:47.0,APIM,C,-,null,null,00,null
IMPSP2AInstantPaymentForM2Decline,PASS,809318246882,2018-04-03 18:18:48.0,APK1,C,-,null,null,00,-
Generate MMID,PASS,809318246883,2018-04-03 18:18:52.0,APIM,C,-,null,null,00,null
IMPSP2AInstantPaymentForM3Decline,PASS,809318246884,2018-04-03 18:18:54.0,APK1,C,-,null,null,00,-
Generate MMID,PASS,809318246885,2018-04-03 18:18:59.0,APIM,C,-,null,null,00,null
IMPSP2AInstantPaymentForM4Decline,PASS,809318246886,2018-04-03 18:19:00.0,APK1,C,-,null,null,00,-
Generate MMID,PASS,809318246887,2018-04-03 18:19:05.0,APIM,C,-,null,null,00,null
IMPSP2AInstantPaymentForM5Decline,PASS,809318246888,2018-04-03 18:19:06.0,APK1,C,-,null,null,00,-
Generate MMID,PASS,809318246889,2018-04-03 18:19:11.0,APIM,C,-,null,null,00,null
IMPSP2AInstantPaymentForM6Decline,PASS,809318246890,2018-04-03 18:19:15.0,APK1,C,-,null,null,00,-
Generate MMID,PASS,809318246891,2018-04-03 18:19:20.0,APIM,C,-,null,null,00,null
IMPSP2AInstantPaymentfor92Decline,PASS,809318246892,2018-04-03 18:19:21.0,APK1,C,-,null,null,00,-
Generate MMID,PASS,809318246893,2018-04-03 18:19:28.0,APIM,C,-,null,null,00,null
IMPSP2AInstantPaymentfor13Decline,PASS,809318246894,2018-04-03 18:19:29.0,APK1,C,-,null,null,00,-
Generate MMID,PASS,809318246895,2018-04-03 18:19:34.0,APIM,C,-,null,null,00,null
IMPSP2AInstantPaymentfor51Decline,PASS,809318246896,2018-04-03 18:19:35.0,APK1,C,-,null,null,00,-
IMPSP2AAddBeneficiary,PASS,809318246897,2018-04-03 18:19:40.0,APK2,C,-,null,null,00,null
IMPSP2AAddBeneficiary,PASS,809318246898,2018-04-03 18:19:43.0,APK2,C,-,null,null,00,null
IMPSP2ABeneficiaryPaymentListenquiry,FAIL,809318246899,2018-04-03 18:19:46.0,APK4,F,C,null,null,09,Beneficiary ufhbjnk not found.
IMPSP2ABeneficiaryPaymentConfirmation,FAIL,809318246900,2018-04-03 18:19:48.0,APK5,F,C,null,null,09,Beneficiary not registered. Please register the Beneficiary and proceed
IMPSP2AAddBeneficiary,PASS,809318246901,2018-04-03 18:19:50.0,APK2,C,-,null,null,00,null
IMPSP2ABeneficiaryPaymentConfirmation,FAIL,809318246902,2018-04-03 18:19:51.0,APK5,F,C,null,null,09,Beneficiary not registered. Please register the Beneficiary and proceed
IMPSP2ARegBeneficiaryPaymentForM0Decline,FAIL,809318246903,2018-04-03 18:19:54.0,AP6D,F,B,null,null,09,Beneficiary deregistration not successful
IMPSP2AAddBeneficiary,PASS,809318246904,2018-04-03 18:19:55.0,APK2,C,-,null,null,00,null
IMPSP2ABeneficiaryPaymentConfirmation,FAIL,809318246905,2018-04-03 18:19:56.0,APK5,F,C,null,null,09,Beneficiary not registered. Please register the Beneficiary and proceed
IMPSP2ARegBeneficiaryPaymentForM1Decline,FAIL,809318246906,2018-04-03 18:19:58.0,AP6D,F,B,null,null,09,Beneficiary deregistration not successful
IMPSP2AAddBeneficiary,PASS,809318246907,2018-04-03 18:19:59.0,APK2,C,-,null,null,00,null
IMPSP2ABeneficiaryPaymentConfirmation,FAIL,809318246908,2018-04-03 18:20:00.0,APK5,F,C,null,null,09,Beneficiary not registered. Please register the Beneficiary and proceed
IMPSP2ARegBeneficiaryPaymentForM2Decline,FAIL,809318246909,2018-04-03 18:20:03.0,AP6D,F,B,null,null,09,Beneficiary deregistration not successful
IMPSP2AAddBeneficiary,PASS,809318246910,2018-04-03 18:20:04.0,APK2,C,-,null,null,00,null
IMPSP2ABeneficiaryPaymentConfirmation,FAIL,809318246911,2018-04-03 18:20:06.0,APK5,F,C,null,null,09,Beneficiary not registered. Please register the Beneficiary and proceed
IMPSP2ARegBeneficiaryPaymentForM3Decline,FAIL,809318246912,2018-04-03 18:20:08.0,AP6D,F,B,null,null,09,Beneficiary deregistration not successful
IMPSP2AAddBeneficiary,PASS,809318246913,2018-04-03 18:20:09.0,APK2,C,-,null,null,00,null
IMPSP2ABeneficiaryPaymentConfirmation,FAIL,809318246914,2018-04-03 18:20:10.0,APK5,F,C,null,null,09,Beneficiary not registered. Please register the Beneficiary and proceed
IMPSP2ARegBeneficiaryPaymentForM4Decline,FAIL,809318246915,2018-04-03 18:20:15.0,AP6D,F,B,null,null,09,Beneficiary deregistration not successful
IMPSP2AAddBeneficiary,PASS,809318246916,2018-04-03 18:20:16.0,APK2,C,-,null,null,00,null
IMPSP2ABeneficiaryPaymentConfirmation,FAIL,809318246917,2018-04-03 18:20:18.0,APK5,F,C,null,null,09,Beneficiary not registered. Please register the Beneficiary and proceed
IMPSP2ARegBeneficiaryPaymentForM5Decline,FAIL,809318246918,2018-04-03 18:20:20.0,AP6D,F,B,null,null,09,Beneficiary deregistration not successful
IMPSP2AAddBeneficiary,PASS,809318246919,2018-04-03 18:20:21.0,APK2,C,-,null,null,00,null
IMPSP2ABeneficiaryPaymentConfirmation,FAIL,809318246920,2018-04-03 18:20:22.0,APK5,F,C,null,null,09,Beneficiary not registered. Please register the Beneficiary and proceed
IMPSP2ARegBeneficiaryPaymentForM6Decline,FAIL,809318246921,2018-04-03 18:20:26.0,AP6D,F,B,null,null,09,Beneficiary deregistration not successful
IMPSP2UInstantPayment,PASS,809318246922,2018-04-03 18:20:28.0,AP1U,C,-,null,null,00,-
impsP2UAddBenPreConf,PASS,809318246923,2018-04-03 18:20:33.0,AP2U,C,-,null,null,00,null
IMPSP2UAddBeneficiaryconfirmation,PASS,809318246924,2018-04-03 18:20:34.0,AP3U,C,-,null,null,00,null
IMPSP2UBeneficiaryPaymentListenquiryWKw,PASS,809318246925,2018-04-03 18:20:36.0,AP4U,C,-,null,null,00,null
IMPSP2UBeneficiaryPaymentListenquiryWoKw,PASS,809318246926,2018-04-03 18:20:37.0,AP4U,C,-,null,null,00,null
IMPSP2UAddBeneficiaryconfirmation,PASS,809318246927,2018-04-03 18:20:39.0,AP5U,C,-,null,null,00,-
IMPSP2UBeneficiarySearchListenquiry,PASS,809318246928,2018-04-03 18:20:46.0,AP6U,C,-,null,null,00,null
IMPSP2UBeneficiarySearchListenquiryWoKw,PASS,809318246929,2018-04-03 18:20:47.0,AP6U,C,-,null,null,00,null
IMPSP2UDeleteBeneficiaryListenquiry,PASS,809318246930,2018-04-03 18:20:48.0,AP7U,C,-,null,null,00,null
IMPSP2UDeleteBeneficiaryListenquiry,PASS,809318246931,2018-04-03 18:20:50.0,AP7U,C,-,null,null,00,null
IMPSP2UDeleteBeneficiaryConfirmation,PASS,809318246932,2018-04-03 18:20:51.0,AP8U,C,-,null,null,00,null
IMPSP2UInstantPaymentWithInvalidAadhar,PASS,809318246933,2018-04-03 18:20:53.0,AP1U,C,-,null,null,00,-
IMPSP2UInstantPaymentWithExceededAmount,FAIL,809318246934,2018-04-03 18:20:58.0,AP1U,F,B,null,null,09,Maximum Amount permitted for this transaction is Rs. 5,000.00. Please enter a lesser amount
IMPSP2UInstantPaymentWithInsufficientAmount,FAIL,809318246935,2018-04-03 18:20:59.0,AP1U,F,B,null,null,09,Minimum Amount permitted for this transaction is Rs. 5.00. Please enter a higher amount
IMPSP2UBeneficiaryPaymentConfirmationWithExceededAmount,FAIL,809318246936,2018-04-03 18:21:00.0,AP5U,F,B,null,null,09,Maximum Amount permitted for this transaction is Rs. 5,000.00. Please enter a lesser amount
IMPSP2UBeneficiaryPaymentConfirmationWithInsufficientAmount,FAIL,809318246937,2018-04-03 18:21:02.0,AP5U,F,B,null,null,09,Minimum Amount permitted for this transaction is Rs. 5.00. Please enter a higher amount
impsP2UAddBenPreConf,PASS,809318246938,2018-04-03 18:21:04.0,AP2U,C,-,null,null,00,null
IMPSP2UInstantPaymentForM0Decline,PASS,809318246939,2018-04-03 18:21:05.0,AP1U,C,-,null,null,00,-
IMPSP2UInstantPaymentForM1Decline,PASS,809318246940,2018-04-03 18:21:10.0,AP1U,C,-,null,null,00,-
IMPSP2UInstantPaymentForM2Decline,PASS,809318246941,2018-04-03 18:21:16.0,AP1U,C,-,null,null,00,-
IMPSP2UInstantPaymentForM3Decline,PASS,809318246942,2018-04-03 18:21:20.0,AP1U,C,-,null,null,00,-
IMPSP2UInstantPaymentForM4Decline,PASS,809318246943,2018-04-03 18:21:26.0,AP1U,C,-,null,null,00,-
IMPSP2UInstantPaymentForM5Decline,PASS,809318246944,2018-04-03 18:21:30.0,AP1U,C,-,null,null,00,-
IMPSP2UInstantPaymentForM6Decline,PASS,809318246945,2018-04-03 18:21:36.0,AP1U,C,-,null,null,00,-
IMPSP2UInstantPaymentFor92Decline,PASS,809318246946,2018-04-03 18:21:40.0,AP1U,C,-,null,null,00,-
IMPSP2UInstantPaymentFor13Decline,PASS,809318246947,2018-04-03 18:21:47.0,AP1U,C,-,null,null,00,-
IMPSP2UInstantPaymentFor51Decline,PASS,809318246948,2018-04-03 18:21:52.0,AP1U,C,-,null,null,00,-
impsP2UAddBenPreConf,PASS,809318246949,2018-04-03 18:21:57.0,AP2U,C,-,null,null,00,null
impsP2UAddBenPreConf,PASS,809318246950,2018-04-03 18:21:58.0,AP2U,C,-,null,null,00,null
IMPSP2UBeneficiarySearchListenquiry,FAIL,809318246951,2018-04-03 18:22:00.0,AP6U,F,C,null,null,09,Beneficiary ufhbjnk not found.
IMPSP2UAddBeneficiaryconfirmation,FAIL,809318246952,2018-04-03 18:22:02.0,AP5U,F,C,null,null,09,Beneficiary not registered. Please register the Beneficiary and proceed
impsP2UAddBenPreConf,PASS,809318246953,2018-04-03 18:22:04.0,AP2U,C,-,null,null,00,null
IMPSP2UAddBeneficiaryconfirmation,FAIL,809318246954,2018-04-03 18:22:05.0,AP5U,F,C,null,null,09,Beneficiary not registered. Please register the Beneficiary and proceed
IMPSP2URegBeneficiaryPaymentForM0Decline,FAIL,809318246955,2018-04-03 18:22:07.0,AP8U,F,B,null,null,09,Beneficiary deregistration not successful
impsP2UAddBenPreConf,PASS,809318246956,2018-04-03 18:22:08.0,AP2U,C,-,null,null,00,null
IMPSP2UAddBeneficiaryconfirmation,FAIL,809318246957,2018-04-03 18:22:09.0,AP5U,F,C,null,null,09,Beneficiary not registered. Please register the Beneficiary and proceed
IMPSP2URegBeneficiaryPaymentForM1Decline,FAIL,809318246958,2018-04-03 18:22:11.0,AP8U,F,B,null,null,09,Beneficiary deregistration not successful
impsP2UAddBenPreConf,PASS,809318246959,2018-04-03 18:22:14.0,AP2U,C,-,null,null,00,null
IMPSP2UAddBeneficiaryconfirmation,FAIL,809318246960,2018-04-03 18:22:16.0,AP5U,F,C,null,null,09,Beneficiary not registered. Please register the Beneficiary and proceed
IMPSP2URegBeneficiaryPaymentForM2Decline,FAIL,809318246961,2018-04-03 18:22:18.0,AP8U,F,B,null,null,09,Beneficiary deregistration not successful
impsP2UAddBenPreConf,PASS,809318246962,2018-04-03 18:22:19.0,AP2U,C,-,null,null,00,null
IMPSP2UAddBeneficiaryconfirmation,FAIL,809318246963,2018-04-03 18:22:20.0,AP5U,F,C,null,null,09,Beneficiary not registered. Please register the Beneficiary and proceed
IMPSP2URegBeneficiaryPaymentForM3Decline,FAIL,809318246964,2018-04-03 18:22:22.0,AP8U,F,B,null,null,09,Beneficiary deregistration not successful
impsP2UAddBenPreConf,PASS,809318246965,2018-04-03 18:22:24.0,AP2U,C,-,null,null,00,null
IMPSP2UAddBeneficiaryconfirmation,FAIL,809318246966,2018-04-03 18:22:26.0,AP5U,F,C,null,null,09,Beneficiary not registered. Please register the Beneficiary and proceed
IMPSP2URegBeneficiaryPaymentForM4Decline,FAIL,809318246967,2018-04-03 18:22:29.0,AP8U,F,B,null,null,09,Beneficiary deregistration not successful
impsP2UAddBenPreConf,PASS,809318246968,2018-04-03 18:22:30.0,AP2U,C,-,null,null,00,null
IMPSP2UAddBeneficiaryconfirmation,FAIL,809318246969,2018-04-03 18:22:31.0,AP5U,F,C,null,null,09,Beneficiary not registered. Please register the Beneficiary and proceed
IMPSP2URegBeneficiaryPaymentForM5Decline,FAIL,809318246970,2018-04-03 18:22:33.0,AP8U,F,B,null,null,09,Beneficiary deregistration not successful
impsP2UAddBenPreConf,PASS,809318246971,2018-04-03 18:22:35.0,AP2U,C,-,null,null,00,null
IMPSP2UAddBeneficiaryconfirmation,FAIL,809318246972,2018-04-03 18:22:36.0,AP5U,F,C,null,null,09,Beneficiary not registered. Please register the Beneficiary and proceed
IMPSP2URegBeneficiaryPaymentForM6Decline,FAIL,809318246973,2018-04-03 18:22:38.0,AP8U,F,B,null,null,09,Beneficiary deregistration not successful
m2m Quick FT,PASS,809318246974,2018-04-03 18:22:39.0,APQM,C,-,null,null,00,-
m2m Benificiary Account list,PASS,809318246975,2018-04-03 18:22:44.0,APRM,C,-,null,null,00,null
m2m Benificiary Registration,PASS,809318246976,2018-04-03 18:22:46.0,APC1,C,-,null,null,00,null
m2m Register benificiary search,PASS,809318246977,2018-04-03 18:22:47.0,APF1,C,-,null,null,00,null
